Date,All Water Level
3/15/2011,457.47432
3/16/2011,457.68768
3/17/2011,457.71816
3/18/2011,457.77912
3/19/2011,457.59624
3/20/2011,457.6572
3/21/2011,458.02296
3/22/2011,458.32776
3/23/2011,458.724
3/24/2011,458.724
3/25/2011,458.96784
3/26/2011,459.15072
3/27/2011,459.08976
3/28/2011,459.24216
3/29/2011,459.54696
3/30/2011,459.66888
3/31/2011,459.88224
4/1/2011,460.12608
4/2/2011,460.27848
4/3/2011,460.248
4/4/2011,460.06512
4/5/2011,460.15656
4/6/2011,460.248
4/7/2011,460.248
4/8/2011,460.0956
4/9/2011,459.97368
4/10/2011,459.85176
4/11/2011,459.72984
4/12/2011,459.57744
4/13/2011,459.66888
4/14/2011,459.85176
4/15/2011,459.72984
4/16/2011,459.60792
4/17/2011,459.45552
4/18/2011,459.3336
4/19/2011,459.51648
4/20/2011,459.7908
4/21/2011,459.82128
4/22/2011,459.85176
4/23/2011,459.9432
4/24/2011,459.91272
4/25/2011,459.82128
4/26/2011,459.7908
4/27/2011,459.97368
4/28/2011,460.18704
4/29/2011,460.30896
4/30/2011,460.4004
5/1/2011,460.49184
5/2/2011,460.67472
5/3/2011,460.7052
5/4/2011,460.64424
5/5/2011,460.52232
5/6/2011,460.5528
5/7/2011,460.52232
5/8/2011,460.46136
5/9/2011,460.33944
5/10/2011,460.36992
5/11/2011,460.52232
5/12/2011,460.67472
5/13/2011,460.7052
5/14/2011,460.61376
5/15/2011,460.52232
5/16/2011,460.43088
5/17/2011,460.52232
5/18/2011,460.46136
5/19/2011,460.4004
5/20/2011,460.30896
5/21/2011,460.21752
5/22/2011,460.0956
5/23/2011,460.00416
5/24/2011,459.88224
5/25/2011,460.0956
5/26/2011,460.0956
5/27/2011,460.18704
5/28/2011,460.06512
5/29/2011,459.88224
5/30/2011,459.72984
5/31/2011,459.7908
6/1/2011,459.9432
6/2/2011,459.9432
6/3/2011,459.91272
6/4/2011,459.91272
6/5/2011,459.72984
6/6/2011,459.85176
6/7/2011,460.03464
6/8/2011,460.00416
6/9/2011,460.03464
6/10/2011,459.97368
6/11/2011,459.85176
6/12/2011,459.85176
6/13/2011,460.00416
6/14/2011,460.00416
6/15/2011,460.18704
6/16/2011,460.36992
6/17/2011,460.58328
6/18/2011,460.5528
6/19/2011,460.36992
6/20/2011,460.27848
6/21/2011,460.33944
6/22/2011,460.21752
6/23/2011,460.15656
6/24/2011,460.248
6/25/2011,460.15656
6/26/2011,459.97368
6/27/2011,459.7908
6/28/2011,459.91272
6/29/2011,459.85176
6/30/2011,459.85176
7/1/2011,460.03464
7/2/2011,459.82128
7/3/2011,459.60792
7/4/2011,459.42504
7/5/2011,459.1812
7/6/2011,458.96784
7/7/2011,458.99832
7/8/2011,459.05928
7/9/2011,458.81544
7/10/2011,458.60208
7/11/2011,458.38872
7/12/2011,458.51064
7/13/2011,458.60208
7/14/2011,458.63256
7/15/2011,458.8764
7/16/2011,458.66304
7/17/2011,458.48016
7/18/2011,458.2668
7/19/2011,458.32776
7/20/2011,458.48016
7/21/2011,458.51064
7/22/2011,458.66304
7/23/2011,458.51064
7/24/2011,458.32776
7/25/2011,458.14488
7/26/2011,458.23632
7/27/2011,458.32776
7/28/2011,458.35824
7/29/2011,458.54112
7/30/2011,458.32776
7/31/2011,458.14488
8/1/2011,457.93152
8/2/2011,458.23632
8/3/2011,458.20584
8/4/2011,458.2668
8/5/2011,458.51064
8/6/2011,458.2668
8/7/2011,458.08392
8/8/2011,457.84008
8/9/2011,458.05344
8/10/2011,458.08392
8/11/2011,458.48016
8/12/2011,458.29728
8/13/2011,458.08392
8/14/2011,457.90104
8/15/2011,457.68768
8/16/2011,457.77912
8/17/2011,457.90104
8/18/2011,457.962
8/19/2011,458.05344
8/20/2011,457.84008
8/21/2011,457.62672
8/22/2011,457.41336
8/23/2011,457.2
8/24/2011,457.41336
8/25/2011,457.47432
8/26/2011,457.93152
8/27/2011,457.6572
8/28/2011,457.47432
8/29/2011,457.23048
8/30/2011,457.29144
8/31/2011,457.5048
9/1/2011,457.6572
9/2/2011,457.6572
9/3/2011,457.44384
9/4/2011,457.23048
9/5/2011,456.98664
9/6/2011,457.0476
9/7/2011,457.26096
9/8/2011,457.41336
9/9/2011,457.41336
9/10/2011,457.16952
9/11/2011,456.98664
9/12/2011,456.7428
9/13/2011,456.77328
9/14/2011,457.10856
9/15/2011,457.10856
9/16/2011,456.86472
9/17/2011,456.5904
9/18/2011,456.34656
9/19/2011,456.34656
9/20/2011,456.49896
9/21/2011,456.62088
9/22/2011,456.7428
9/23/2011,456.62088
9/24/2011,456.31608
9/25/2011,456.07224
9/26/2011,455.8284
9/27/2011,455.70648
9/28/2011,456.04176
9/29/2011,456.25512
9/30/2011,456.16368
10/1/2011,455.91984
10/2/2011,455.676
10/3/2011,455.43216
10/4/2011,455.18832
10/5/2011,455.24928
10/6/2011,455.34072
10/7/2011,455.15784
10/8/2011,454.97496
10/9/2011,454.82256
10/10/2011,454.63968
10/11/2011,454.6092
10/12/2011,455.00544
10/13/2011,455.2188
10/14/2011,455.2188
10/15/2011,455.03592
10/16/2011,454.85304
10/17/2011,454.63968
10/18/2011,454.4568
10/19/2011,454.6092
10/20/2011,454.73112
10/21/2011,454.88352
10/22/2011,454.73112
10/23/2011,454.57872
10/24/2011,454.42632
10/25/2011,454.73112
10/26/2011,455.43216
10/27/2011,455.55408
10/28/2011,455.46264
10/29/2011,455.58456
10/30/2011,455.46264
10/31/2011,455.31024
11/1/2011,455.40168
11/2/2011,455.76744
11/3/2011,455.95032
11/4/2011,455.79792
11/5/2011,455.70648
11/6/2011,455.58456
11/7/2011,455.46264
11/8/2011,455.70648
11/9/2011,456.19416
11/10/2011,456.46848
11/11/2011,456.5904
11/12/2011,456.438
11/13/2011,456.31608
11/14/2011,456.19416
11/15/2011,456.04176
11/16/2011,456.16368
11/17/2011,456.71232
11/18/2011,456.5904
11/19/2011,456.46848
11/20/2011,456.37704
11/21/2011,456.40752
11/22/2011,456.86472
11/23/2011,456.77328
11/24/2011,456.62088
11/25/2011,456.49896
11/26/2011,456.40752
11/27/2011,456.25512
11/28/2011,456.1332
11/29/2011,455.95032
11/30/2011,456.01128
12/1/2011,456.19416
12/2/2011,456.01128
12/3/2011,455.79792
12/4/2011,455.61504
12/5/2011,455.70648
12/6/2011,455.88936
12/7/2011,456.01128
12/8/2011,456.19416
12/9/2011,456.07224
12/10/2011,455.91984
12/11/2011,455.76744
12/12/2011,455.64552
12/13/2011,455.49312
12/14/2011,455.8284
12/15/2011,455.70648
12/16/2011,455.88936
12/17/2011,455.79792
12/18/2011,455.676
12/19/2011,455.58456
12/20/2011,455.46264
12/21/2011,455.55408
12/22/2011,455.70648
12/23/2011,455.55408
12/24/2011,455.43216
12/25/2011,455.27976
12/26/2011,455.12736
12/27/2011,455.12736
12/28/2011,455.3712
12/29/2011,455.15784
12/30/2011,455.0664
12/31/2011,455.12736
1/1/2012,455.03592
1/2/2012,454.914
1/3/2012,454.97496
1/4/2012,455.27976
1/5/2012,455.34072
1/6/2012,455.2188
1/7/2012,455.3712
1/8/2012,455.2188
1/9/2012,455.03592
1/10/2012,455.03592
1/11/2012,455.34072
1/12/2012,455.40168
1/13/2012,455.61504
1/14/2012,455.43216
1/15/2012,455.31024
1/16/2012,455.15784
1/17/2012,455.2188
1/18/2012,455.61504
1/19/2012,455.88936
1/20/2012,455.88936
1/21/2012,455.64552
1/22/2012,455.3712
1/23/2012,455.46264
1/24/2012,455.76744
1/25/2012,455.91984
1/26/2012,456.01128
1/27/2012,456.10272
1/28/2012,456.07224
1/29/2012,455.85888
1/30/2012,455.8284
1/31/2012,456.1332
2/1/2012,456.1332
2/2/2012,456.19416
2/3/2012,456.34656
2/4/2012,456.10272
2/5/2012,455.88936
2/6/2012,455.58456
2/7/2012,455.3712
2/8/2012,455.5236
2/9/2012,455.70648
2/10/2012,455.58456
2/11/2012,455.46264
2/12/2012,455.40168
2/13/2012,455.40168
2/14/2012,455.40168
2/15/2012,455.70648
2/16/2012,456.04176
2/17/2012,456.04176
2/18/2012,456.04176
2/19/2012,456.01128
2/20/2012,456.01128
2/21/2012,456.01128
2/22/2012,456.19416
2/23/2012,456.40752
2/24/2012,456.438
2/25/2012,456.40752
2/26/2012,456.438
2/27/2012,456.438
2/28/2012,456.62088
2/29/2012,457.07808
3/1/2012,457.32192
3/2/2012,457.26096
3/3/2012,457.16952
3/4/2012,457.07808
3/5/2012,456.92568
3/6/2012,456.7428
3/7/2012,456.80376
3/8/2012,456.7428
3/9/2012,456.49896
3/10/2012,456.25512
3/11/2012,456.01128
3/12/2012,456.07224
3/13/2012,456.1332
3/14/2012,456.2856
3/15/2012,456.438
3/16/2012,456.62088
3/17/2012,456.68184
3/18/2012,456.49896
3/19/2012,456.68184
3/20/2012,456.95616
3/21/2012,457.13904
3/22/2012,457.26096
3/23/2012,457.32192
3/24/2012,457.32192
3/25/2012,457.41336
3/26/2012,457.5048
3/27/2012,457.53528
3/28/2012,457.53528
3/29/2012,457.6572
3/30/2012,457.59624
3/31/2012,457.41336
4/1/2012,457.16952
4/2/2012,457.16952
4/3/2012,457.29144
4/4/2012,457.32192
4/5/2012,457.32192
4/6/2012,457.16952
4/7/2012,456.8952
4/8/2012,456.62088
4/9/2012,456.7428
4/10/2012,457.0476
4/11/2012,457.2
4/12/2012,457.16952
4/13/2012,456.98664
4/14/2012,456.7428
4/15/2012,456.49896
4/16/2012,456.438
4/17/2012,456.7428
4/18/2012,456.86472
4/19/2012,456.98664
4/20/2012,457.01712
4/21/2012,456.71232
4/22/2012,456.438
4/23/2012,456.52944
4/24/2012,456.80376
4/25/2012,457.0476
4/26/2012,457.26096
4/27/2012,457.41336
4/28/2012,457.59624
4/29/2012,457.77912
4/30/2012,457.962
5/1/2012,458.1144
5/2/2012,458.2668
5/3/2012,458.4192
5/4/2012,458.51064
5/5/2012,458.51064
5/6/2012,458.4192
5/7/2012,458.4192
5/8/2012,458.5716
5/9/2012,458.69352
5/10/2012,458.84592
5/11/2012,458.96784
5/12/2012,458.99832
5/13/2012,458.93736
5/14/2012,458.99832
5/15/2012,459.15072
5/16/2012,459.27264
5/17/2012,459.39456
5/18/2012,459.45552
5/19/2012,459.54696
5/20/2012,459.42504
5/21/2012,459.54696
5/22/2012,459.6384
5/23/2012,459.76032
5/24/2012,459.85176
5/25/2012,459.88224
5/26/2012,459.91272
5/27/2012,459.82128
5/28/2012,459.54696
5/29/2012,459.486
5/30/2012,459.57744
5/31/2012,459.60792
6/1/2012,459.72984
6/2/2012,459.7908
6/3/2012,459.76032
6/4/2012,459.72984
6/5/2012,459.7908
6/6/2012,459.85176
6/7/2012,459.91272
6/8/2012,459.97368
6/9/2012,459.97368
6/10/2012,459.7908
6/11/2012,459.51648
6/12/2012,459.45552
6/13/2012,459.51648
6/14/2012,459.51648
6/15/2012,459.54696
6/16/2012,459.3336
6/17/2012,459.05928
6/18/2012,458.90688
6/19/2012,459.05928
6/20/2012,459.1812
6/21/2012,459.15072
6/22/2012,459.05928
6/23/2012,458.78496
6/24/2012,458.54112
6/25/2012,458.38872
6/26/2012,458.63256
6/27/2012,458.724
6/28/2012,458.75448
6/29/2012,458.63256
6/30/2012,458.32776
7/1/2012,458.05344
7/2/2012,457.77912
7/3/2012,457.59624
7/4/2012,457.93152
7/5/2012,458.1144
7/6/2012,458.05344
7/7/2012,457.77912
7/8/2012,457.47432
7/9/2012,457.2
7/10/2012,457.01712
7/11/2012,457.29144
7/12/2012,457.47432
7/13/2012,457.44384
7/14/2012,457.13904
7/15/2012,456.86472
7/16/2012,456.55992
7/17/2012,456.37704
7/18/2012,456.68184
7/19/2012,456.8952
7/20/2012,456.86472
7/21/2012,456.52944
7/22/2012,456.22464
7/23/2012,455.91984
7/24/2012,455.8284
7/25/2012,456.10272
7/26/2012,456.19416
7/27/2012,456.25512
7/28/2012,456.19416
7/29/2012,455.91984
7/30/2012,455.95032
7/31/2012,456.19416
8/1/2012,456.34656
8/2/2012,456.438
8/3/2012,456.49896
8/4/2012,456.49896
8/5/2012,456.19416
8/6/2012,456.2856
8/7/2012,456.37704
8/8/2012,456.46848
8/9/2012,456.25512
8/10/2012,456.07224
8/11/2012,455.9808
8/12/2012,455.70648
8/13/2012,455.40168
8/14/2012,455.18832
8/15/2012,455.24928
8/16/2012,455.34072
8/17/2012,455.12736
8/18/2012,454.79208
8/19/2012,454.48728
8/20/2012,454.54824
8/21/2012,454.6092
8/22/2012,454.70064
8/23/2012,455.31024
8/24/2012,455.0664
8/25/2012,455.03592
8/26/2012,454.73112
8/27/2012,454.4568
8/28/2012,454.3044
8/29/2012,454.4568
8/30/2012,454.48728
8/31/2012,454.6092
9/1/2012,454.3044
9/2/2012,453.9996
9/3/2012,453.72528
9/4/2012,453.87768
9/5/2012,454.12152
9/6/2012,454.24344
9/7/2012,454.42632
9/8/2012,454.39584
9/9/2012,454.152
9/10/2012,454.06056
9/11/2012,454.3044
9/12/2012,454.48728
9/13/2012,454.73112
9/14/2012,454.82256
9/15/2012,454.51776
9/16/2012,454.21296
9/17/2012,454.09104
9/18/2012,454.39584
9/19/2012,454.33488
9/20/2012,454.06056
9/21/2012,453.75576
9/22/2012,453.48144
9/23/2012,453.14616
9/24/2012,453.11568
9/25/2012,453.20712
9/26/2012,453.11568
9/27/2012,453.45096
9/28/2012,453.6948
9/29/2012,453.48144
9/30/2012,453.17664
10/1/2012,452.90232
10/2/2012,452.53656
10/3/2012,452.14032
10/4/2012,451.89648
10/5/2012,451.89648
10/6/2012,451.50024
10/7/2012,451.16496
10/8/2012,450.76872
10/9/2012,450.70776
10/10/2012,450.86016
10/11/2012,450.82968
10/12/2012,450.82968
10/13/2012,450.58584
10/14/2012,450.28104
10/15/2012,449.91528
10/16/2012,449.51904
10/17/2012,449.33616
10/18/2012,449.54952
10/19/2012,449.24472
10/20/2012,448.84848
10/21/2012,448.5132
10/22/2012,448.57416
10/23/2012,448.69608
10/24/2012,448.84848
10/25/2012,449.03136
10/26/2012,449.1228
10/27/2012,448.69608
10/28/2012,448.33032
10/29/2012,448.42176
10/30/2012,448.72656
10/31/2012,449.06184
11/1/2012,449.21424
11/2/2012,449.48856
11/3/2012,449.30568
11/4/2012,448.90944
11/5/2012,449.00088
11/6/2012,449.18376
11/7/2012,449.4276
11/8/2012,449.64096
11/9/2012,449.85432
11/10/2012,450.1896
11/11/2012,449.8848
11/12/2012,449.58
11/13/2012,449.21424
11/14/2012,449.15328
11/15/2012,449.33616
11/16/2012,449.21424
11/17/2012,448.93992
11/18/2012,448.63512
11/19/2012,448.84848
11/20/2012,449.2752
11/21/2012,449.70192
11/22/2012,450.0372
11/23/2012,450.31152
11/24/2012,450.52488
11/25/2012,450.40296
11/26/2012,450.31152
11/27/2012,450.61632
11/28/2012,451.04304
11/29/2012,451.5612
11/30/2012,452.07936
12/1/2012,452.65848
12/2/2012,452.50608
12/3/2012,452.87184
12/4/2012,453.45096
12/5/2012,454.06056
12/6/2012,454.54824
12/7/2012,455.03592
12/8/2012,455.3712
12/9/2012,455.31024
12/10/2012,455.15784
12/11/2012,455.27976
12/12/2012,455.76744
12/13/2012,456.10272
12/14/2012,456.34656
12/15/2012,456.37704
12/16/2012,456.31608
12/17/2012,456.62088
12/18/2012,457.13904
12/19/2012,457.47432
12/20/2012,457.84008
12/21/2012,457.8096
12/22/2012,457.71816
12/23/2012,457.5048
12/24/2012,457.41336
12/25/2012,457.3524
12/26/2012,457.29144
12/27/2012,457.3524
12/28/2012,457.47432
12/29/2012,457.38288
12/30/2012,457.32192
12/31/2012,457.23048
1/1/2013,457.13904
1/2/2013,457.32192
1/3/2013,457.41336
1/4/2013,457.23048
1/5/2013,457.07808
1/6/2013,456.92568
1/7/2013,456.7428
1/8/2013,456.55992
1/9/2013,456.62088
1/10/2013,456.62088
1/11/2013,456.40752
1/12/2013,456.25512
1/13/2013,456.07224
1/14/2013,455.88936
1/15/2013,455.9808
1/16/2013,456.2856
1/17/2013,456.37704
1/18/2013,456.19416
1/19/2013,455.9808
1/20/2013,455.73696
1/21/2013,455.5236
1/22/2013,455.55408
1/23/2013,455.8284
1/24/2013,456.07224
1/25/2013,456.01128
1/26/2013,455.85888
1/27/2013,455.70648
1/28/2013,455.5236
1/29/2013,455.73696
1/30/2013,456.19416
1/31/2013,456.52944
2/1/2013,456.49896
2/2/2013,456.2856
2/3/2013,456.07224
2/4/2013,455.88936
2/5/2013,456.07224
2/6/2013,456.52944
2/7/2013,456.77328
2/8/2013,456.86472
2/9/2013,456.7428
2/10/2013,456.5904
2/11/2013,456.438
2/12/2013,456.52944
2/13/2013,456.8952
2/14/2013,456.8952
2/15/2013,456.68184
2/16/2013,456.49896
2/17/2013,456.31608
2/18/2013,456.10272
2/19/2013,456.16368
2/20/2013,456.46848
2/21/2013,456.5904
2/22/2013,456.40752
2/23/2013,456.19416
2/24/2013,456.01128
2/25/2013,455.79792
2/26/2013,455.8284
2/27/2013,456.1332
2/28/2013,456.22464
3/1/2013,456.1332
3/2/2013,455.85888
3/3/2013,455.58456
3/4/2013,455.31024
3/5/2013,455.34072
3/6/2013,455.676
3/7/2013,455.8284
3/8/2013,455.73696
3/9/2013,455.5236
3/10/2013,455.31024
3/11/2013,455.3712
3/12/2013,455.58456
3/13/2013,455.70648
3/14/2013,455.70648
3/15/2013,455.73696
3/16/2013,455.58456
3/17/2013,455.34072
3/18/2013,455.40168
3/19/2013,455.64552
3/20/2013,455.8284
3/21/2013,455.9808
3/22/2013,456.07224
3/23/2013,455.85888
3/24/2013,455.61504
3/25/2013,455.70648
3/26/2013,455.9808
3/27/2013,456.22464
3/28/2013,456.438
3/29/2013,456.55992
3/30/2013,456.31608
3/31/2013,456.04176
4/1/2013,456.10272
4/2/2013,456.438
4/3/2013,456.7428
4/4/2013,456.92568
4/5/2013,457.07808
4/6/2013,457.07808
4/7/2013,456.83424
4/8/2013,456.8952
4/9/2013,457.16952
4/10/2013,457.47432
4/11/2013,457.68768
4/12/2013,457.90104
4/13/2013,457.71816
4/14/2013,457.47432
4/15/2013,457.2
4/16/2013,457.23048
4/17/2013,457.5048
4/18/2013,457.6572
4/19/2013,457.53528
4/20/2013,457.23048
4/21/2013,456.98664
4/22/2013,456.68184
4/23/2013,456.77328
4/24/2013,457.10856
4/25/2013,457.32192
4/26/2013,457.07808
4/27/2013,456.80376
4/28/2013,456.55992
4/29/2013,456.2856
4/30/2013,456.19416
5/1/2013,456.55992
5/2/2013,456.71232
5/3/2013,456.5904
5/4/2013,456.31608
5/5/2013,456.04176
5/6/2013,455.79792
5/7/2013,455.76744
5/8/2013,456.1332
5/9/2013,456.40752
5/10/2013,456.25512
5/11/2013,456.01128
5/12/2013,455.76744
5/13/2013,455.5236
5/14/2013,455.40168
5/15/2013,455.73696
5/16/2013,455.79792
5/17/2013,455.5236
5/18/2013,455.24928
5/19/2013,454.97496
5/20/2013,455.03592
5/21/2013,455.31024
5/22/2013,455.43216
5/23/2013,455.3712
5/24/2013,455.03592
5/25/2013,454.7616
5/26/2013,454.63968
5/27/2013,454.79208
5/28/2013,454.79208
5/29/2013,454.914
5/30/2013,454.97496
5/31/2013,454.70064
6/1/2013,454.42632
6/2/2013,454.12152
6/3/2013,453.81672
6/4/2013,453.75576
6/5/2013,454.09104
6/6/2013,454.18248
6/7/2013,453.9996
6/8/2013,453.6948
6/9/2013,453.39
6/10/2013,453.20712
6/11/2013,453.48144
6/12/2013,453.57288
6/13/2013,453.51192
6/14/2013,453.39
6/15/2013,453.11568
6/16/2013,452.81088
6/17/2013,452.53656
6/18/2013,452.53656
6/19/2013,452.7804
6/20/2013,452.87184
6/21/2013,452.7804
6/22/2013,452.4756
6/23/2013,452.20128
6/24/2013,451.92696
6/25/2013,451.92696
6/26/2013,452.0184
6/27/2013,452.14032
6/28/2013,452.29272
6/29/2013,452.04888
6/30/2013,451.7136
7/1/2013,451.80504
7/2/2013,452.10984
7/3/2013,452.3232
7/4/2013,452.53656
7/5/2013,452.71944
7/6/2013,452.96328
7/7/2013,452.9328
7/8/2013,452.90232
7/9/2013,453.26808
7/10/2013,453.57288
7/11/2013,453.63384
7/12/2013,453.9996
7/13/2013,454.24344
7/14/2013,453.96912
7/15/2013,454.06056
7/16/2013,454.3044
7/17/2013,454.48728
7/18/2013,454.70064
7/19/2013,454.914
7/20/2013,455.03592
7/21/2013,455.2188
7/22/2013,455.40168
7/23/2013,455.5236
7/24/2013,455.8284
7/25/2013,455.95032
7/26/2013,456.01128
7/27/2013,456.40752
7/28/2013,456.77328
7/29/2013,457.0476
7/30/2013,457.23048
7/31/2013,457.32192
8/1/2013,457.3524
8/2/2013,457.3524
8/3/2013,457.3524
8/4/2013,457.10856
8/5/2013,456.86472
8/6/2013,456.98664
8/7/2013,457.3524
8/8/2013,457.59624
8/9/2013,457.41336
8/10/2013,457.2
8/11/2013,456.98664
8/12/2013,456.7428
8/13/2013,456.80376
8/14/2013,457.0476
8/15/2013,457.23048
8/16/2013,457.26096
8/17/2013,457.01712
8/18/2013,456.80376
8/19/2013,456.52944
8/20/2013,456.62088
8/21/2013,456.8952
8/22/2013,457.10856
8/23/2013,457.07808
8/24/2013,456.80376
8/25/2013,456.52944
8/26/2013,456.22464
8/27/2013,456.40752
8/28/2013,456.7428
8/29/2013,456.92568
8/30/2013,456.65136
8/31/2013,456.34656
9/1/2013,456.07224
9/2/2013,455.79792
9/3/2013,455.70648
9/4/2013,456.04176
9/5/2013,456.19416
9/6/2013,456.25512
9/7/2013,455.9808
9/8/2013,455.70648
9/9/2013,455.70648
9/10/2013,455.85888
9/11/2013,455.9808
9/12/2013,456.16368
9/13/2013,456.37704
9/14/2013,456.19416
9/15/2013,455.91984
9/16/2013,455.8284
9/17/2013,456.04176
9/18/2013,456.1332
9/19/2013,456.34656
9/20/2013,456.34656
9/21/2013,456.10272
9/22/2013,455.85888
9/23/2013,455.95032
9/24/2013,456.22464
9/25/2013,456.34656
9/26/2013,456.25512
9/27/2013,456.34656
9/28/2013,456.438
9/29/2013,456.19416
9/30/2013,456.2856
10/1/2013,456.5904
10/2/2013,456.80376
10/3/2013,456.8952
10/4/2013,456.95616
10/5/2013,456.77328
10/6/2013,456.49896
10/7/2013,456.25512
10/8/2013,456.16368
10/9/2013,456.49896
10/10/2013,456.5904
10/11/2013,456.37704
10/12/2013,456.10272
10/13/2013,455.88936
10/14/2013,455.64552
10/15/2013,455.34072
10/16/2013,455.15784
10/17/2013,455.40168
10/18/2013,455.09688
10/19/2013,454.79208
10/20/2013,454.51776
10/21/2013,454.36536
10/22/2013,454.57872
10/23/2013,454.73112
10/24/2013,454.79208
10/25/2013,454.85304
10/26/2013,454.79208
10/27/2013,454.51776
10/28/2013,454.57872
10/29/2013,454.914
10/30/2013,455.09688
10/31/2013,455.18832
11/1/2013,455.2188
11/2/2013,454.94448
11/3/2013,454.63968
11/4/2013,454.57872
11/5/2013,454.97496
11/6/2013,455.3712
11/7/2013,455.58456
11/8/2013,455.58456
11/9/2013,455.27976
11/10/2013,454.97496
11/11/2013,454.94448
11/12/2013,455.0664
11/13/2013,454.97496
11/14/2013,454.97496
11/15/2013,455.03592
11/16/2013,454.97496
11/17/2013,454.73112
11/18/2013,454.70064
11/19/2013,454.63968
11/20/2013,454.6092
11/21/2013,454.51776
11/22/2013,454.6092
11/23/2013,454.67016
11/24/2013,454.48728
11/25/2013,454.54824
11/26/2013,454.82256
11/27/2013,455.03592
11/28/2013,455.03592
11/29/2013,454.82256
11/30/2013,454.6092
12/1/2013,454.39584
12/2/2013,454.51776
12/3/2013,454.88352
12/4/2013,455.12736
12/5/2013,455.2188
12/6/2013,455.31024
12/7/2013,455.09688
12/8/2013,454.88352
12/9/2013,455.03592
12/10/2013,455.46264
12/11/2013,455.85888
12/12/2013,456.19416
12/13/2013,456.46848
12/14/2013,456.46848
12/15/2013,456.22464
12/16/2013,456.2856
12/17/2013,456.5904
12/18/2013,456.92568
12/19/2013,457.26096
12/20/2013,457.62672
12/21/2013,457.87056
12/22/2013,457.77912
12/23/2013,457.56576
12/24/2013,457.53528
12/25/2013,457.68768
12/26/2013,457.71816
12/27/2013,457.5048
12/28/2013,457.29144
12/29/2013,457.0476
12/30/2013,456.83424
12/31/2013,456.68184
1/1/2014,456.95616
1/2/2014,456.98664
1/3/2014,456.80376
1/4/2014,456.55992
1/5/2014,456.31608
1/6/2014,456.07224
1/7/2014,456.25512
1/8/2014,456.55992
1/9/2014,456.62088
1/10/2014,456.49896
1/11/2014,456.2856
1/12/2014,456.04176
1/13/2014,455.79792
1/14/2014,455.91984
1/15/2014,456.2856
1/16/2014,456.438
1/17/2014,456.19416
1/18/2014,455.95032
1/19/2014,455.73696
1/20/2014,455.5236
1/21/2014,455.58456
1/22/2014,455.91984
1/23/2014,456.01128
1/24/2014,455.79792
1/25/2014,455.58456
1/26/2014,455.34072
1/27/2014,455.09688
1/28/2014,455.00544
1/29/2014,455.31024
1/30/2014,455.43216
1/31/2014,455.3712
2/1/2014,455.15784
2/2/2014,454.914
2/3/2014,454.79208
2/4/2014,454.73112
2/5/2014,455.12736
2/6/2014,455.34072
2/7/2014,455.2188
2/8/2014,455.03592
2/9/2014,454.85304
2/10/2014,454.70064
2/11/2014,454.54824
2/12/2014,454.51776
2/13/2014,454.79208
2/14/2014,454.79208
2/15/2014,454.6092
2/16/2014,454.4568
2/17/2014,454.3044
2/18/2014,454.3044
2/19/2014,454.6092
2/20/2014,454.7616
2/21/2014,454.6092
2/22/2014,454.42632
2/23/2014,454.3044
2/24/2014,454.09104
2/25/2014,454.09104
2/26/2014,454.4568
2/27/2014,454.54824
2/28/2014,454.4568
3/1/2014,454.33488
3/2/2014,454.6092
3/3/2014,455.12736
3/4/2014,455.55408
3/5/2014,455.8284
3/6/2014,455.9808
3/7/2014,455.95032
3/8/2014,455.8284
3/9/2014,455.70648
3/10/2014,455.95032
3/11/2014,456.31608
3/12/2014,456.55992
3/13/2014,456.71232
3/14/2014,456.68184
3/15/2014,456.49896
3/16/2014,456.31608
3/17/2014,456.10272
3/18/2014,455.88936
3/19/2014,455.676
3/20/2014,455.46264
3/21/2014,455.58456
3/22/2014,455.3712
3/23/2014,455.12736
3/24/2014,454.914
3/25/2014,454.70064
3/26/2014,454.48728
3/27/2014,454.54824
3/28/2014,454.48728
3/29/2014,454.24344
3/30/2014,454.06056
3/31/2014,453.81672
4/1/2014,453.96912
4/2/2014,454.51776
4/3/2014,454.73112
4/4/2014,454.54824
4/5/2014,454.36536
4/6/2014,454.18248
4/7/2014,453.9996
4/8/2014,453.81672
4/9/2014,454.03008
4/10/2014,454.06056
4/11/2014,453.81672
4/12/2014,453.63384
4/13/2014,453.45096
4/14/2014,453.26808
4/15/2014,453.39
4/16/2014,453.78624
4/17/2014,453.81672
4/18/2014,453.57288
4/19/2014,453.39
4/20/2014,453.17664
4/21/2014,452.99376
4/22/2014,452.74992
4/23/2014,452.53656
4/24/2014,452.29272
4/25/2014,452.07936
4/26/2014,451.866
4/27/2014,451.65264
4/28/2014,451.43928
4/29/2014,451.19544
4/30/2014,450.9516
5/1/2014,450.70776
5/2/2014,450.4944
5/3/2014,450.25056
5/4/2014,450.0372
5/5/2014,449.82384
5/6/2014,449.61048
5/7/2014,449.36664
5/8/2014,449.21424
5/9/2014,449.00088
5/10/2014,448.78752
5/11/2014,448.54368
5/12/2014,448.29984
5/13/2014,448.02552
5/14/2014,447.7512
5/15/2014,447.47688
5/16/2014,447.17208
5/17/2014,446.89776
5/18/2014,446.62344
5/19/2014,446.34912
5/20/2014,446.04432
5/21/2014,445.77
5/22/2014,445.49568
5/23/2014,445.22136
5/24/2014,444.94704
5/25/2014,444.67272
5/26/2014,444.3984
